price,make,model,year,body_type,fuel_type,engine_volume,mileage,engine_cylinders,transmission,drivetrain,color,car_age,Engine Displacement,Miles per year
549,Subaru,Forester,2012.0,SUV,Petrol,2.5,92096.0,4.0,Automatic,AWD,Blue,14.0,10.0,10586.642857142857
33000,Toyota,RAV4,2013.0,SUV,Petrol,2.5,55924.0,4.0,Automatic,FWD,Gray,13.0,10.0,6923.076923076923
8781,Subaru,XV,2013.0,SUV,Petrol,2.0,48329.0,4.0,Automatic,AWD,Orange,13.0,8.0,5982.846153846154
40057,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,109938.0,4.0,Automatic,FWD,Black,10.0,8.0,17692.7
4359,Chevrolet,Captiva,2007.0,SUV,Diesel,2.0,35691.0,4.0,Automatic,FWD,Silver,19.0,8.0,3023.0526315789475
19444,Toyota,Prius C,2013.0,Hatchback,Hybrid,1.5,70837.0,4.0,Automatic,FWD,Red,13.0,6.0,8769.23076923077
32929,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,42254.0,4.0,Automatic,FWD,Black,14.0,10.0,4857.142857142857
26255,Hyundai,Santa Fe,2011.0,SUV,Diesel,2.0,88235.0,4.0,Automatic,FWD,Black,15.0,8.0,9466.666666666666
14740,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,119925.0,4.0,Automatic,FWD,Silver,18.0,6.0,10722.222222222223
20698,Toyota,Prius,2012.0,Hatchback,Hybrid,2.0,112841.0,4.0,Automatic,FWD,Blue,14.0,8.0,12971.42857142857
20005,Chevrolet,Orlando,2012.0,SUV,Diesel,2.0,101284.0,4.0,Automatic,FWD,Gray,14.0,8.0,11642.857142857143
21326,Hyundai,Sonata,2016.0,Sedan,Petrol,2.0,69694.0,4.0,Automatic,FWD,White,10.0,8.0,11216.1
627,Volkswagen,Jetta,2012.0,Sedan,Diesel,2.0,117193.0,4.0,Automatic,FWD,Gray,14.0,8.0,13471.642857142857
5802,Toyota,Camry,2018.0,Sedan,Petrol,2.5,34043.0,4.0,Automatic,FWD,Black,8.0,10.0,6848.25
5018,Hyundai,Sonata,2016.0,Sedan,Hybrid,2.0,44253.0,4.0,Automatic,FWD,Black,10.0,8.0,7121.8
18503,Volkswagen,Passat,2012.0,Sedan,Petrol,2.5,42254.0,4.0,Automatic,FWD,Silver,14.0,10.0,4857.142857142857
23521,Toyota,Camry,2012.0,Sedan,Petrol,2.5,90472.0,6.0,Automatic,FWD,Silver,14.0,15.0,10400.0
11604,Toyota,Aqua,2012.0,Sedan,Hybrid,1.5,108119.0,4.0,Automatic,FWD,Silver,14.0,6.0,12428.57142857143
17249,Toyota,Corolla,2016.0,Sedan,Petrol,1.8,80026.0,4.0,Automatic,FWD,Black,10.0,7.2,12878.8
15681,Hyundai,Tucson,2008.0,SUV,Petrol,2.0,120724.0,2.0,Manual,AWD,Gray,18.0,4.0,10793.666666666666
18817,Mitsubishi,Outlander,2014.0,SUV,Petrol,2.0,84507.0,4.0,Automatic,FWD,White,12.0,8.0,11333.333333333334
706,Lexus,CT 200h,2011.0,Hatchback,Hybrid,1.8,72620.0,4.0,Automatic,FWD,Black,15.0,7.2,7791.266666666666
1019,Audi,A4,2017.0,Sedan,Petrol,2.0,68383.0,4.0,Automatic,AWD,Gray,9.0,8.0,12227.888888888889
1568,Volkswagen,Jetta,2014.0,Sedan,Diesel,2.0,51196.0,4.0,Automatic,FWD,Silver,12.0,8.0,6866.0
7392,Nissan,Note,2005.0,Hatchback,Petrol,1.5,72701.0,4.0,Automatic,FWD,White,21.0,6.0,5571.428571428572
15053,Mazda,CX-5,2013.0,SUV,Petrol,2.5,56545.0,4.0,Automatic,AWD,Silver,13.0,10.0,7000.0
8947,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,32844.0,4.0,Automatic,FWD,Black,13.0,8.0,4065.923076923077
58495,Ford,Taurus,2017.0,Sedan,Petrol,2.0,27673.0,4.0,Automatic,FWD,Black,9.0,8.0,4948.222222222223
24283,Chevrolet,Malibu,2013.0,Sedan,Petrol,2.0,65896.0,4.0,Automatic,FWD,Black,13.0,8.0,8157.538461538462
21805,Hyundai,H1,2011.0,Van,Diesel,2.0,34562.0,4.0,Automatic,FWD,Silver,15.0,8.0,3708.133333333333
16766,Hyundai,H1,2009.0,Wagon,Diesel,2.5,100869.0,4.0,Automatic,FWD,Gold,17.0,10.0,9548.941176470587
19444,Toyota,Prius,2014.0,Sedan,Hybrid,1.8,77672.0,4.0,Automatic,FWD,White,12.0,7.2,10416.666666666666
54393,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,63176.0,4.0,Automatic,FWD,White,10.0,8.0,10167.1
15681,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,79536.0,4.0,Automatic,FWD,White,16.0,7.2,8000.0
10349,Honda,Fit,2014.0,Hatchback,Hybrid,1.5,80779.0,3.0,Automatic,FWD,Silver,12.0,4.5,10833.333333333334
23207,Lexus,HS 250h,2010.0,Sedan,Petrol,2.5,49089.0,4.0,Automatic,FWD,Gray,16.0,10.0,4937.5
627,Lexus,CT 200h,2012.0,Hatchback,Hybrid,1.8,119728.0,4.0,Automatic,FWD,White,14.0,7.2,13763.07142857143
2430,Nissan,Altima,2016.0,Sedan,Petrol,2.5,88527.0,4.0,Automatic,FWD,Gray,10.0,10.0,14246.9
6272,Subaru,Forester,2000.0,SUV,Petrol,2.0,124275.0,4.0,Automatic,AWD,White,26.0,8.0,7692.307692307692
16850,Toyota,Camry,2012.0,Sedan,Petrol,2.5,104662.0,4.0,Automatic,FWD,Black,14.0,10.0,12031.142857142857
28225,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,62138.0,4.0,Automatic,FWD,White,13.0,10.0,7692.307692307692
15367,Hyundai,Sonata,2015.0,Sedan,Petrol,2.0,31296.0,4.0,Automatic,FWD,White,11.0,8.0,4578.727272727273
41886,Hyundai,H1,2016.0,Van,Diesel,2.5,65056.0,4.0,Automatic,FWD,Silver,10.0,10.0,10469.7
3293,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,85748.0,4.0,Automatic,FWD,Blue,9.0,8.0,15333.0
17249,Ford,Fusion,2014.0,Sedan,Petrol,2.5,57493.0,4.0,Automatic,FWD,Silver,12.0,10.0,7710.416666666667
23436,Chevrolet,Captiva,2015.0,SUV,Diesel,2.0,45140.0,4.0,Automatic,FWD,Silver,11.0,8.0,6604.090909090909
9095,Toyota,Prius,2007.0,Hatchback,Hybrid,1.5,108740.0,4.0,Automatic,FWD,Red,19.0,6.0,9210.526315789473
21012,Toyota,Camry,2012.0,Sedan,Petrol,2.5,62759.0,4.0,Automatic,FWD,Black,14.0,10.0,7214.285714285715
23521,Toyota,Camry,2014.0,Sedan,Petrol,2.5,45982.0,4.0,Automatic,FWD,Red,12.0,10.0,6166.666666666667
7840,Nissan,Note,2008.0,Sedan,Petrol,1.5,100332.0,4.0,Automatic,FWD,Gold,18.0,6.0,8970.444444444445
12858,Subaru,Forester,2015.0,SUV,Petrol,2.5,57894.0,4.0,Automatic,AWD,Red,11.0,10.0,8470.0
14426,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,81649.0,4.0,Automatic,FWD,Blue,13.0,10.0,10107.692307692309
16935,Toyota,Prius,2009.0,Hatchback,Hybrid,1.8,91963.0,4.0,Automatic,FWD,Gray,17.0,7.2,8705.882352941177
18500,Hyundai,Santa Fe,2010.0,SUV,Diesel,2.0,88501.0,4.0,Automatic,FWD,Silver,16.0,8.0,8901.6875
18189,Hyundai,Elantra,2012.0,Sedan,Petrol,1.8,75757.0,4.0,Automatic,FWD,Gray,14.0,7.2,8708.42857142857
549,Toyota,Camry,2016.0,Sedan,Petrol,2.5,72982.0,4.0,Automatic,FWD,Silver,10.0,10.0,11745.3
15053,Chevrolet,Malibu,2014.0,Sedan,Diesel,2.0,24056.0,4.0,Automatic,FWD,Brown,12.0,8.0,3226.1666666666665
549,Mercedes-Benz,CLA,2016.0,Sedan,Petrol,2.0,31412.0,4.0,Automatic,FWD,White,10.0,8.0,5055.2
49858,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,78582.0,4.0,Automatic,FWD,Gray,10.0,8.0,12646.5
27284,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,31756.0,4.0,Automatic,FWD,White,12.0,8.0,4258.833333333333
37897,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,92204.0,4.0,Automatic,FWD,White,11.0,8.0,13489.727272727272
17939,Chevrolet,Cruze,2014.0,Sedan,Diesel,2.0,84385.0,4.0,Automatic,FWD,Gray,12.0,8.0,11317.0
4704,Mazda,Mazda6,2015.0,Sedan,Petrol,2.5,74778.0,4.0,Automatic,FWD,White,11.0,10.0,10940.181818181818
27284,Honda,Fit,2019.0,Hatchback,Petrol,1.5,933.0,4.0,Automatic,FWD,Gold,7.0,6.0,214.28571428571428
17249,Kia,Sportage,2011.0,SUV,Diesel,2.0,36350.0,4.0,Automatic,FWD,Black,15.0,8.0,3899.9333333333334
37000,Hyundai,H1,2014.0,Van,Diesel,2.5,75065.0,4.0,Automatic,FWD,Silver,12.0,10.0,10067.0
18189,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,108368.0,4.0,Automatic,FWD,Gray,14.0,6.0,12457.142857142857
19757,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,62759.0,4.0,Automatic,FWD,Gray,14.0,7.2,7214.285714285715
33870,BMW,3 Series,2013.0,Sedan,Petrol,2.0,68973.0,4.0,Automatic,RWD,Black,13.0,8.0,8538.461538461539
25500,Subaru,Forester,2015.0,SUV,Petrol,2.5,42875.0,4.0,Automatic,AWD,Silver,11.0,10.0,6272.727272727273
14113,Ford,Focus,2013.0,Sedan,Petrol,2.0,47722.0,4.0,Automatic,FWD,Black,13.0,8.0,5907.692307692308
13485,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,10564.0,4.0,Automatic,FWD,Black,13.0,7.2,1307.6923076923076
32412,Hyundai,H1,2014.0,Van,Diesel,2.5,81995.0,4.0,Automatic,FWD,White,12.0,10.0,10996.416666666666
7997,Kia,Optima,2012.0,Sedan,Petrol,2.0,44225.0,4.0,Automatic,FWD,White,14.0,8.0,5083.714285714285
39085,Chevrolet,Captiva,2015.0,SUV,Diesel,2.0,47566.0,4.0,Automatic,FWD,Black,11.0,8.0,6959.090909090909
28225,Mercedes-Benz,C-Class,2011.0,Sedan,Petrol,1.8,14913.0,4.0,Automatic,RWD,Red,15.0,7.2,1600.0
19676,Chevrolet,Malibu,2012.0,Sedan,Petrol,2.0,120959.0,4.0,Automatic,FWD,White,14.0,8.0,13904.57142857143
2666,Ford,Fusion,2015.0,Sedan,Hybrid,2.0,62602.0,4.0,Automatic,FWD,Green,11.0,8.0,9158.818181818182
706,Toyota,Prius,2012.0,Hatchback,Hybrid,1.5,99475.0,4.0,Automatic,FWD,Red,14.0,6.0,11434.857142857143
18503,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,72080.0,4.0,Automatic,FWD,Silver,16.0,7.2,7250.0
862,Ford,Fusion,2014.0,Sedan,Hybrid,2.0,115605.0,4.0,Automatic,FWD,Black,12.0,8.0,15504.0
14834,Hyundai,Sonata,2011.0,Sedan,Petrol,2.0,118061.0,4.0,Automatic,FWD,Gray,15.0,8.0,12666.666666666666
1254,Audi,A4,2014.0,Sedan,Petrol,2.0,26344.0,4.0,Automatic,AWD,Gray,12.0,8.0,3532.9166666666665
12858,Toyota,Prius,2010.0,Hatchback,Petrol,1.8,12117.0,4.0,Automatic,FWD,Blue,16.0,7.2,1218.75
17092,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,20566.0,4.0,Automatic,FWD,Red,9.0,8.0,3677.4444444444443
2195,Toyota,C-HR,2018.0,SUV,Petrol,2.0,14178.0,4.0,Automatic,FWD,Gray,8.0,8.0,2852.0
41886,Hyundai,H1,2016.0,Van,Diesel,2.5,65056.0,4.0,Automatic,FWD,Silver,10.0,10.0,10469.7
25716,Toyota,Camry,2012.0,Sedan,Petrol,2.5,91805.0,4.0,Automatic,FWD,Gray,14.0,10.0,10553.214285714286
28059,Hyundai,Santa Fe,2013.0,SUV,Diesel,2.0,32530.0,4.0,Automatic,FWD,White,13.0,8.0,4027.0
27598,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,51699.0,4.0,Automatic,FWD,Silver,9.0,8.0,9244.444444444445
33908,Hyundai,Tucson,2014.0,SUV,Diesel,2.0,52975.0,4.0,Automatic,FWD,Black,12.0,8.0,7104.5
17035,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,89789.0,4.0,Automatic,FWD,White,16.0,8.0,9031.25
42337,Toyota,RAV4,2015.0,SUV,Petrol,2.5,4673.0,8.0,Automatic,FWD,White,11.0,20.0,683.6363636363636
20385,Toyota,Camry,2012.0,Sedan,Petrol,2.5,100663.0,4.0,Automatic,FWD,Black,14.0,10.0,11571.42857142857
36567,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,91245.0,4.0,Automatic,FWD,Blue,11.0,8.0,13349.454545454546
15681,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,74565.0,4.0,Automatic,FWD,Blue,13.0,7.2,9230.76923076923
1490,Lexus,CT 200h,2012.0,Hatchback,Hybrid,1.8,108185.0,4.0,Automatic,FWD,White,14.0,7.2,12436.142857142857
21012,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,47846.0,4.0,Automatic,FWD,Blue,13.0,7.2,5923.076923076923
15994,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,111847.0,4.0,Automatic,FWD,Black,16.0,7.2,11250.0
14113,Toyota,Aqua,2013.0,Hatchback,Hybrid,1.5,87614.0,4.0,Automatic,FWD,Silver,13.0,6.0,10846.153846153846
5645,Subaru,XV,2013.0,Sedan,Petrol,2.0,65569.0,4.0,Automatic,AWD,Blue,13.0,8.0,8117.153846153846
36899,Hyundai,H1,2016.0,Van,Diesel,2.5,74005.0,4.0,Automatic,FWD,Silver,10.0,10.0,11909.8
27911,Toyota,RAV4,2013.0,SUV,Petrol,2.5,51699.0,4.0,Automatic,AWD,Silver,13.0,10.0,6400.0
14113,Volkswagen,Jetta,2013.0,Sedan,Petrol,2.5,95692.0,6.0,Automatic,FWD,Black,13.0,15.0,11846.153846153846
6586,Toyota,Corolla,2001.0,Sedan,Petrol,1.5,85750.0,4.0,Automatic,FWD,Silver,25.0,6.0,5520.0
3450,Toyota,Camry,2019.0,Sedan,Hybrid,2.5,5982.0,4.0,Automatic,FWD,Black,7.0,10.0,1375.142857142857
18817,Chevrolet,Volt,2018.0,Sedan,Hybrid,1.5,43944.0,4.0,Automatic,FWD,Black,8.0,6.0,8840.0
21012,Toyota,C-HR,2019.0,SUV,Petrol,2.0,12325.0,4.0,Automatic,FWD,Silver,7.0,8.0,2833.4285714285716
24775,Toyota,Camry,2014.0,Sedan,Petrol,2.5,59652.0,4.0,Automatic,FWD,Gray,12.0,10.0,8000.0
83107,Hyundai,H1,2019.0,Van,Diesel,2.5,13324.0,4.0,Automatic,FWD,White,7.0,10.0,3063.1428571428573
45445,Chevrolet,Impala,2017.0,Sedan,Petrol,2.5,40698.0,4.0,Automatic,FWD,Black,9.0,10.0,7277.333333333333
8311,Mercedes-Benz,GLA,2016.0,SUV,Petrol,2.0,68075.0,4.0,Automatic,FWD,White,10.0,8.0,10955.5
12544,Mitsubishi,Pajero iO,2000.0,SUV,Petrol,2.0,9321.0,5.0,Automatic,AWD,White,26.0,10.0,576.9230769230769
14950,Subaru,Impreza,2011.0,Hatchback,Petrol,2.0,79536.0,4.0,Automatic,AWD,Silver,15.0,8.0,8533.333333333334
549,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,54282.0,4.0,Automatic,FWD,Blue,9.0,8.0,9706.333333333334
9722,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,79235.0,4.0,Automatic,FWD,Black,8.0,10.0,15939.375
11290,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,116818.0,4.0,Automatic,FWD,Gold,18.0,6.0,10444.444444444445
22580,Kia,Optima,2016.0,Sedan,Petrol,2.0,39070.0,4.0,Automatic,FWD,White,10.0,8.0,6287.6
55528,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,52391.0,4.0,Automatic,FWD,Silver,9.0,8.0,9368.333333333334
25716,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,66487.0,4.0,Automatic,FWD,Black,14.0,10.0,7642.857142857143
22900,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,61516.0,4.0,Automatic,FWD,White,14.0,7.2,7071.428571428572
22894,Toyota,Camry,2014.0,Sedan,Petrol,2.5,36289.0,4.0,Automatic,FWD,Gray,12.0,10.0,4866.666666666667
31650,Hyundai,H1,2014.0,Van,Diesel,2.5,102406.0,4.0,Automatic,FWD,White,12.0,10.0,13733.75
10663,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,80779.0,4.0,Automatic,FWD,Blue,14.0,6.0,9285.714285714286
14426,Toyota,Prius,2012.0,Sedan,Hybrid,1.8,79116.0,4.0,Automatic,FWD,Black,14.0,7.2,9094.57142857143
24123,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,105447.0,4.0,Automatic,FWD,Silver,14.0,8.0,12121.42857142857
53154,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,65711.0,4.0,Automatic,FWD,White,9.0,8.0,11750.111111111111
22266,Mitsubishi,Outlander Sport,2014.0,SUV,Petrol,2.0,47846.0,4.0,Automatic,AWD,Black,12.0,8.0,6416.666666666667
29323,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,50420.0,4.0,Automatic,FWD,White,11.0,8.0,7376.545454545455
26096,Chevrolet,Orlando,2016.0,SUV,Petrol,2.0,75770.0,4.0,Automatic,FWD,White,10.0,8.0,12194.0
23521,Toyota,Corolla,2014.0,Sedan,Petrol,1.8,46603.0,6.0,Automatic,FWD,Black,12.0,10.8,6250.0
19823,Toyota,Aqua,2014.0,Hatchback,Petrol,1.5,76259.0,4.0,Automatic,FWD,Black,12.0,6.0,10227.25
16935,Ford,Fusion,2014.0,Sedan,Petrol,2.5,80779.0,4.0,Automatic,FWD,White,12.0,10.0,10833.333333333334
35438,Mazda,CX-9,2019.0,Sedan,Petrol,2.5,7299.0,4.0,Automatic,FWD,Gray,7.0,10.0,1678.0
16778,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,51730.0,4.0,Automatic,FWD,White,15.0,8.0,5550.066666666667
12544,Volkswagen,Jetta,2014.0,Sedan,Petrol,2.5,78915.0,5.0,Automatic,FWD,Black,12.0,12.5,10583.333333333334
43905,Toyota,C-HR,2018.0,SUV,Petrol,2.0,14541.0,4.0,Automatic,FWD,Blue,8.0,8.0,2925.0
13987,Chevrolet,Cruze,2012.0,Sedan,Diesel,2.0,65224.0,4.0,Automatic,FWD,Gray,14.0,8.0,7497.642857142857
549,Lexus,CT 200h,2013.0,Hatchback,Hybrid,1.8,41004.0,4.0,Automatic,FWD,Silver,13.0,7.2,5076.076923076923
23521,Toyota,Camry,2014.0,Sedan,Petrol,2.5,54681.0,4.0,Automatic,FWD,Black,12.0,10.0,7333.333333333333
13998,Mitsubishi,Outlander,2011.0,SUV,Petrol,2.0,62138.0,4.0,Automatic,AWD,Black,15.0,8.0,6666.666666666667
784,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,63627.0,4.0,Automatic,FWD,Black,12.0,10.0,8533.083333333334
35846,Hyundai,H1,2017.0,Wagon,Diesel,2.5,89247.0,4.0,Automatic,FWD,Black,9.0,10.0,15958.777777777777
25559,Volkswagen,Passat,2011.0,Sedan,Petrol,2.5,46603.0,5.0,Automatic,FWD,Silver,15.0,12.5,5000.0
12858,Toyota,Aqua,2013.0,Sedan,Hybrid,1.5,99619.0,4.0,Automatic,FWD,Silver,13.0,6.0,12332.307692307691
2038,Toyota,Prius,2015.0,SUV,Hybrid,1.8,65117.0,4.0,Automatic,FWD,White,11.0,7.2,9526.818181818182
5802,Ford,Fusion,2018.0,SUV,Hybrid,2.0,32941.0,4.0,Automatic,FWD,Gray,8.0,8.0,6626.625
6272,Toyota,C-HR,2018.0,SUV,Petrol,2.0,11654.0,4.0,Automatic,FWD,Red,8.0,8.0,2344.25
54932,Ford,Taurus,2016.0,Sedan,Petrol,2.0,26442.0,4.0,Automatic,FWD,Black,10.0,8.0,4255.4
26971,Mazda,Mazda6,2017.0,Sedan,Petrol,2.5,19694.0,4.0,Automatic,FWD,Black,9.0,10.0,3521.5555555555557
8154,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,108077.0,4.0,Automatic,FWD,Silver,13.0,7.2,13379.461538461539
34074,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,95763.0,4.0,Automatic,FWD,Gray,12.0,8.0,12842.916666666666
12858,Toyota,Prius,2007.0,Hatchback,Hybrid,1.5,76118.0,4.0,Automatic,FWD,Black,19.0,6.0,6447.368421052632
28423,Hyundai,H1,2014.0,Van,Diesel,2.5,118061.0,4.0,Automatic,FWD,White,12.0,10.0,15833.333333333334
35005,Hyundai,H1,2016.0,Van,Diesel,2.5,70397.0,4.0,Automatic,FWD,White,10.0,10.0,11329.3
21326,Kia,Optima,2012.0,Sedan,Petrol,2.0,103397.0,6.0,Automatic,FWD,White,14.0,12.0,11885.714285714286
9408,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,74565.0,4.0,Automatic,FWD,Silver,14.0,6.0,8571.42857142857
3763,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,68777.0,4.0,Automatic,FWD,White,12.0,7.2,9223.75
23521,Toyota,RAV4,2011.0,SUV,Petrol,2.5,89478.0,4.0,Automatic,FWD,Black,15.0,10.0,9600.0
21805,Hyundai,H1,2010.0,Van,Diesel,2.5,36635.0,4.0,Automatic,FWD,Black,16.0,10.0,3684.875
13799,Dodge,Caliber,2010.0,Wagon,Petrol,2.0,39147.0,4.0,Automatic,FWD,Black,16.0,8.0,3937.5
9408,Honda,Fit,2007.0,Hatchback,Petrol,1.5,111847.0,4.0,Automatic,FWD,Blue,19.0,6.0,9473.684210526315
10663,Nissan,Serena,2005.0,Van,Petrol,2.0,72701.0,4.0,Automatic,FWD,Black,21.0,8.0,5571.428571428572
9377,Chevrolet,Captiva,2008.0,SUV,Diesel,2.0,33176.0,4.0,Automatic,FWD,White,18.0,8.0,2966.1666666666665
30517,Hyundai,H1,2014.0,Van,Diesel,2.5,94358.0,4.0,Automatic,FWD,Gray,12.0,10.0,12654.5
8500,Ford,Transit,1992.0,Van,Diesel,2.5,1605.0,4.0,Manual,RWD,Blue,34.0,10.0,75.94117647058823
8200,Honda,CR-V,2002.0,SUV,Petrol,2.0,42875.0,4.0,Automatic,AWD,Silver,24.0,8.0,2875.0
57607,Toyota,Aqua,2017.0,Hatchback,Petrol,1.5,9321.0,4.0,Automatic,FWD,Black,9.0,6.0,1666.6666666666667
13799,Hyundai,Sonata,2015.0,Sedan,Petrol,2.0,18802.0,4.0,Automatic,FWD,Silver,11.0,8.0,2750.7272727272725
6272,Mazda,MPV,2001.0,Van,Petrol,2.5,86355.0,6.0,Automatic,AWD,Black,25.0,15.0,5558.96
549,Hyundai,Elantra,2016.0,Sedan,Petrol,1.8,45779.0,4.0,Automatic,FWD,Silver,10.0,7.2,7367.4
48575,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,75583.0,4.0,Automatic,FWD,Silver,10.0,8.0,12163.9
12544,Honda,Civic,2009.0,Sedan,Petrol,1.8,46603.0,4.0,Automatic,FWD,White,17.0,7.2,4411.764705882353
14113,Chevrolet,Cruze,2014.0,Sedan,Petrol,1.8,80779.0,6.0,Automatic,FWD,Blue,12.0,10.8,10833.333333333334
24239,Honda,Fit,2013.0,Hatchback,Petrol,1.5,12490.0,4.0,Automatic,FWD,Blue,13.0,6.0,1546.1538461538462
5018,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,118402.0,4.0,Automatic,FWD,Black,13.0,10.0,14657.615384615385
51166,Jeep,Cherokee,2015.0,SUV,Diesel,2.0,84225.0,4.0,Automatic,FWD,Gray,11.0,8.0,12322.454545454546
9408,Mercedes-Benz,C-Class,2000.0,Sedan,Petrol,2.0,11807.0,4.0,Automatic,RWD,Silver,26.0,8.0,730.7692307692307
25089,Toyota,Aqua,2014.0,Hatchback,Petrol,1.5,60149.0,4.0,Automatic,FWD,Black,12.0,6.0,8066.666666666667
3293,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,99036.0,4.0,Automatic,FWD,White,16.0,7.2,9961.375
27911,Honda,Civic,2013.0,Sedan,Petrol,1.8,55924.0,4.0,Automatic,FWD,Silver,13.0,7.2,6923.076923076923
59831,Hyundai,Genesis,2013.0,Coupe,Petrol,2.0,33483.0,4.0,Automatic,FWD,Black,13.0,8.0,4145.0
17876,Ford,Fusion,2014.0,Sedan,Hybrid,2.0,68476.0,4.0,Automatic,FWD,White,12.0,8.0,9183.333333333334
25716,Hyundai,Santa Fe,2013.0,SUV,Diesel,2.0,22654.0,4.0,Automatic,FWD,White,13.0,8.0,2804.4615384615386
11447,BMW,5 Series,2002.0,Sedan,Petrol,2.5,99420.0,4.0,Automatic,RWD,Silver,24.0,10.0,6666.666666666667
23138,Hyundai,Santa Fe,2011.0,SUV,Diesel,2.0,119202.0,4.0,Automatic,FWD,Silver,15.0,8.0,12789.066666666668
13485,Toyota,Aqua,2013.0,Sedan,Hybrid,1.5,75186.0,4.0,Automatic,FWD,Silver,13.0,6.0,9307.692307692309
14113,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,112482.0,4.0,Automatic,FWD,Black,16.0,7.2,11313.875
1725,Nissan,Altima,2015.0,Sedan,Petrol,2.5,101828.0,4.0,Automatic,FWD,Black,11.0,10.0,14897.727272727272
21395,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,105530.0,4.0,Automatic,FWD,Gray,14.0,8.0,12131.0
3607,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,97256.0,4.0,Automatic,FWD,White,14.0,10.0,11179.857142857143
3293,Honda,Civic,2012.0,Sedan,Petrol,1.8,77367.0,4.0,Automatic,FWD,White,14.0,7.2,8893.5
10663,Nissan,Versa,2011.0,Hatchback,Petrol,1.8,88857.0,4.0,Automatic,FWD,Black,15.0,7.2,9533.333333333334
10117,Chevrolet,Cruze,2011.0,Sedan,Petrol,1.8,105634.0,4.0,Automatic,FWD,Gray,15.0,7.2,11333.333333333334
28830,Hyundai,Tucson,2013.0,SUV,Diesel,2.0,82034.0,4.0,Automatic,FWD,Silver,13.0,8.0,10155.384615384615
24891,Nissan,Versa,2011.0,Hatchback,Petrol,1.8,33138.0,4.0,Automatic,FWD,Black,15.0,7.2,3555.3333333333335
30891,Honda,Civic,2015.0,Sedan,Petrol,1.8,62546.0,4.0,Automatic,FWD,Silver,11.0,7.2,9150.727272727272
43952,Hyundai,H1,2017.0,Wagon,Diesel,2.5,69372.0,4.0,Automatic,FWD,Gray,9.0,10.0,12404.777777777777
2430,Volkswagen,Passat,2015.0,Sedan,Petrol,1.8,88158.0,4.0,Automatic,FWD,Gray,11.0,7.2,12897.727272727272
55515,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,40198.0,4.0,Automatic,FWD,Silver,10.0,8.0,6469.1
27435,Honda,Fit,2014.0,Hatchback,Petrol,1.5,67730.0,4.0,Automatic,FWD,White,12.0,6.0,9083.333333333334
22433,Hyundai,H1,2014.0,SUV,Diesel,2.5,46112.0,4.0,Automatic,FWD,Silver,12.0,10.0,6184.166666666667
34419,Chevrolet,Malibu,2016.0,Sedan,Petrol,2.0,66265.0,4.0,Automatic,FWD,White,10.0,8.0,10664.2
