price,make,model,year,body_type,fuel_type,engine_volume,mileage,engine_cylinders,transmission,drivetrain,color
25716,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,84010.0,4.0,Automatic,FWD,Silver
35071,Hyundai,Tucson,2016.0,SUV,Diesel,2.0,50145.0,4.0,Automatic,FWD,Black
7683,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,32933.0,4.0,Automatic,FWD,Silver
38016,Hyundai,H1,2017.0,Wagon,Diesel,2.5,62697.0,4.0,Automatic,FWD,Silver
11133,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,111463.0,4.0,Automatic,FWD,Black
5018,Volkswagen,Passat,2014.0,Sedan,Diesel,2.0,48063.0,4.0,Automatic,FWD,White
15053,Ford,Fusion,2013.0,Sedan,Petrol,2.5,99420.0,4.0,Automatic,FWD,Red
17876,Toyota,Prius C,2012.0,Hatchback,Hybrid,1.5,94449.0,4.0,Automatic,FWD,White
27375,Toyota,Aqua,2013.0,Hatchback,Petrol,1.5,45943.0,4.0,Automatic,FWD,Red
784,Toyota,Prius,2015.0,Hatchback,Hybrid,1.8,106445.0,4.0,Automatic,FWD,Silver
12544,Toyota,Prius,2008.0,Sedan,Hybrid,1.5,1678.0,4.0,Automatic,FWD,Brown
8467,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,78293.0,4.0,Automatic,FWD,Gray
23659,Honda,Fit,2017.0,Hatchback,Petrol,1.5,26497.0,4.0,Automatic,FWD,Silver
8467,Nissan,Tiida,2006.0,Hatchback,Petrol,1.5,80157.0,4.0,Automatic,FWD,Gold
32910,Hyundai,H1,2014.0,Van,Diesel,2.5,95787.0,4.0,Automatic,FWD,Black
7840,Toyota,Vitz,2005.0,Hatchback,Petrol,1.5,119029.0,4.0,Automatic,FWD,Gray
13956,Toyota,Prius C,2014.0,Hatchback,Hybrid,1.5,66487.0,4.0,Automatic,FWD,White
34692,Hyundai,H1,2016.0,Wagon,Diesel,2.5,104472.0,4.0,Automatic,FWD,White
10976,Volkswagen,Passat,2013.0,Sedan,Petrol,2.5,90472.0,5.0,Automatic,FWD,White
20385,Toyota,Corolla,2015.0,Hatchback,Petrol,1.8,48467.0,4.0,Manual,FWD,Silver
14426,Hyundai,Sonata,2014.0,Sedan,Petrol,2.0,105027.0,4.0,Automatic,FWD,White
17562,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,11807.0,4.0,Automatic,FWD,Gray
18817,Toyota,Corolla,2009.0,Sedan,Petrol,1.8,78915.0,4.0,Automatic,FWD,White
40346,Toyota,Aqua,2016.0,Wagon,Hybrid,1.5,6468.0,4.0,Automatic,FWD,Black
12522,Hyundai,H1,2010.0,Van,Diesel,2.5,83879.0,4.0,Automatic,FWD,Gold
46236,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,82987.0,4.0,Automatic,FWD,Gray
23521,Toyota,Camry,2016.0,Sedan,Petrol,2.5,76429.0,4.0,Automatic,FWD,Black
11447,Honda,Fit,2014.0,Hatchback,Petrol,1.5,49710.0,4.0,Manual,FWD,Gray
18189,Toyota,Prius C,2014.0,Hatchback,Hybrid,1.5,36102.0,4.0,Automatic,FWD,Silver
13172,Toyota,Prius,2013.0,Sedan,Hybrid,1.8,96934.0,4.0,Automatic,FWD,Black
26814,Subaru,other,2014.0,Hatchback,Hybrid,2.0,31282.0,4.0,Automatic,FWD,Silver
12231,Volkswagen,Jetta,2012.0,Sedan,Petrol,2.5,48467.0,4.0,Automatic,FWD,Black
15132,Hyundai,Sonata,2011.0,Sedan,Petrol,2.0,96392.0,4.0,Automatic,FWD,Gray
10976,Honda,Fit,2008.0,Sedan,Petrol,1.5,96934.0,4.0,Automatic,FWD,White
3607,Ford,Escape,2011.0,SUV,Hybrid,2.5,104991.0,4.0,Automatic,AWD,White
6272,Toyota,Camry,2014.0,Sedan,Petrol,2.5,34680.0,4.0,Automatic,FWD,Black
17876,Toyota,Prius,2011.0,Sedan,Hybrid,1.8,9321.0,4.0,Automatic,FWD,Red
11917,Toyota,Prius,2006.0,Sedan,Hybrid,1.5,1989.0,4.0,Automatic,FWD,Silver
30455,Hyundai,H1,2015.0,Van,Diesel,2.5,22036.0,4.0,Automatic,FWD,Silver
12544,Toyota,Camry,2010.0,Sedan,Hybrid,1.8,111847.0,4.0,Automatic,FWD,Black
784,Chevrolet,Volt,2017.0,Hatchback,Hybrid,1.5,50605.0,4.0,Automatic,FWD,Black
14269,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,98177.0,4.0,Automatic,FWD,Silver
2430,Hyundai,Elantra,2016.0,Sedan,Petrol,2.0,55767.0,4.0,Automatic,FWD,Silver
51517,Hyundai,H1,2017.0,Wagon,Diesel,2.5,27464.0,4.0,Automatic,FWD,Silver
5645,Honda,Civic,2016.0,Sedan,Petrol,2.0,48605.0,4.0,Automatic,FWD,Blue
15681,Ford,Focus,2015.0,Sedan,Petrol,2.0,63380.0,4.0,Automatic,FWD,Gray
8467,Toyota,Vitz,2005.0,Sedan,Petrol,1.5,83886.0,4.0,Automatic,FWD,Gray
4077,Nissan,Altima,2017.0,Sedan,Petrol,2.5,44060.0,4.0,Automatic,FWD,Black
23521,Toyota,Camry,2012.0,Sedan,Petrol,2.5,55303.0,4.0,Automatic,FWD,White
37611,Chevrolet,Captiva,2014.0,SUV,Diesel,2.0,33261.0,4.0,Automatic,FWD,Black
15681,Toyota,Prius,2013.0,Sedan,Hybrid,1.8,111847.0,4.0,Automatic,FWD,Silver
1019,Mercedes-Benz,C-Class,2013.0,Sedan,Petrol,1.8,97231.0,4.0,Automatic,RWD,White
14897,Hyundai,Tucson,2010.0,SUV,Diesel,2.0,32931.0,4.0,Automatic,FWD,Silver
16443,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,111703.0,4.0,Automatic,FWD,Gray
73034,Hyundai,Sonata,2018.0,Sedan,Petrol,2.0,26033.0,4.0,Automatic,FWD,White
15991,Hyundai,Genesis,2011.0,Coupe,Petrol,2.0,69835.0,4.0,Automatic,FWD,Gray
17249,Hyundai,Elantra,2014.0,Sedan,Petrol,1.8,54681.0,4.0,Automatic,FWD,Gray
17876,Hyundai,Elantra,2013.0,Sedan,Petrol,1.8,97431.0,4.0,Automatic,FWD,Blue
29793,Mazda,CX-5,2015.0,SUV,Petrol,2.5,86992.0,4.0,Automatic,AWD,Gray
11274,Chevrolet,Cruze,2011.0,Sedan,Petrol,1.8,108043.0,4.0,Automatic,FWD,Gray
13956,Chevrolet,Orlando,2015.0,SUV,Petrol,2.0,21331.0,4.0,Automatic,FWD,Gray
18817,Toyota,Prius,2012.0,Sedan,Petrol,1.8,76429.0,4.0,Automatic,FWD,Gray
25086,Toyota,Camry,2017.0,Sedan,Petrol,2.5,33555.0,4.0,Automatic,FWD,Black
11262,Hyundai,Sonata,2014.0,Sedan,Petrol,2.0,44407.0,4.0,Automatic,FWD,White
21953,Hyundai,Elantra,2017.0,Sedan,Petrol,2.0,23861.0,4.0,Automatic,FWD,Red
14454,Hyundai,Sonata,2012.0,Sedan,Petrol,2.0,103081.0,4.0,Automatic,FWD,Black
47408,Chevrolet,Orlando,2018.0,SUV,Petrol,2.0,20506.0,4.0,Automatic,FWD,Silver
17249,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,63380.0,4.0,Automatic,FWD,White
6272,Hyundai,Elantra,2012.0,Sedan,Petrol,1.8,92585.0,4.0,Automatic,FWD,Black
23104,Hyundai,Tucson,2012.0,SUV,Diesel,2.0,92457.0,4.0,Automatic,FWD,White
11133,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,111463.0,4.0,Automatic,FWD,Black
11784,Volkswagen,Jetta,2014.0,Sedan,Petrol,2.0,66883.0,4.0,Automatic,FWD,Silver
18784,Lexus,ES 350,2016.0,Sedan,Hybrid,2.5,80772.0,4.0,Automatic,FWD,Gray
16308,Toyota,Prius,2011.0,Hatchback,Petrol,1.8,96934.0,4.0,Automatic,FWD,Silver
2822,Ford,Fusion,2015.0,Sedan,Hybrid,2.0,62602.0,4.0,Automatic,FWD,Green
50767,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,70253.0,4.0,Automatic,FWD,Gray
30750,Hyundai,H1,2014.0,Van,Diesel,2.5,71753.0,4.0,Automatic,FWD,White
8500,Subaru,Forester,2001.0,Wagon,Petrol,2.0,87614.0,4.0,Automatic,AWD,Gray
28539,Lexus,CT 200h,2011.0,Hatchback,Hybrid,1.8,119304.0,4.0,Automatic,FWD,Black
19444,Kia,Optima,2016.0,Sedan,Petrol,2.0,19336.0,4.0,Automatic,FWD,White
26657,Toyota,Prius,2017.0,Sedan,Hybrid,1.8,17949.0,4.0,Automatic,FWD,Gray
4547,Chevrolet,Cruze,2008.0,Sedan,Petrol,2.0,39037.0,6.0,Automatic,FWD,White
24462,Toyota,Corolla,2015.0,Sedan,Petrol,1.8,26902.0,4.0,Automatic,FWD,Black
8311,Mercedes-Benz,GLA,2016.0,SUV,Petrol,2.0,68075.0,4.0,Automatic,FWD,White
17245,Nissan,Sentra,2016.0,Sedan,Petrol,1.8,41757.0,4.0,Automatic,FWD,Red
16308,Toyota,Prius,2009.0,Sedan,Petrol,1.8,119925.0,4.0,Automatic,FWD,White
17249,Ford,Fusion,2013.0,Sedan,Hybrid,2.0,69594.0,4.0,Automatic,FWD,White
18660,Chevrolet,Orlando,2016.0,SUV,Petrol,2.0,18457.0,4.0,Automatic,FWD,White
20071,Kia,Optima,2016.0,Sedan,Petrol,2.0,19053.0,4.0,Automatic,FWD,White
13172,Ford,Fusion,2013.0,Sedan,Hybrid,2.0,118682.0,4.0,Automatic,FWD,Black
5018,Hyundai,Sonata,2016.0,Sedan,Hybrid,2.0,44253.0,4.0,Automatic,FWD,Black
13953,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,76072.0,4.0,Automatic,FWD,White
17249,Hyundai,Elantra,2016.0,Sedan,Petrol,1.8,48467.0,4.0,Automatic,FWD,Silver
10976,Subaru,Legacy,2003.0,Sedan,Petrol,2.0,94449.0,4.0,Automatic,AWD,White
16621,Toyota,RAV4,2012.0,Sedan,Petrol,2.5,47225.0,4.0,Automatic,AWD,Silver
29777,Hyundai,Genesis,2015.0,Coupe,Petrol,2.0,38089.0,4.0,Automatic,FWD,Gray
22110,Kia,Optima,2016.0,Sedan,Petrol,2.0,17475.0,4.0,Automatic,FWD,White
17249,Honda,Fit,2016.0,Hatchback,Petrol,1.5,34797.0,4.0,Automatic,FWD,White
1568,Toyota,C-HR,2019.0,SUV,Petrol,2.0,6541.0,4.0,Automatic,FWD,Red
23521,Hyundai,Elantra,2016.0,Sedan,Petrol,2.0,57167.0,4.0,Automatic,FWD,Blue
15530,Toyota,Aqua,2013.0,Hatchback,Petrol,1.5,53601.0,4.0,Automatic,FWD,Black
7495,Kia,Sportage,2010.0,SUV,Diesel,2.0,36518.0,4.0,Automatic,FWD,Black
5331,Hyundai,Elantra,2014.0,Hatchback,Petrol,2.0,111362.0,4.0,Automatic,FWD,Red
9000,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,92585.0,4.0,Automatic,FWD,Blue
24775,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,48815.0,4.0,Automatic,FWD,White
13799,Toyota,Aqua,2014.0,Hatchback,Hybrid,1.5,113090.0,4.0,Automatic,FWD,White
17249,Toyota,Prius,2014.0,Sedan,Hybrid,1.8,49710.0,4.0,Automatic,FWD,Black
27924,Hyundai,H1,2014.0,Van,Diesel,2.5,108420.0,4.0,Automatic,FWD,Silver
13485,Honda,Fit,2011.0,Hatchback,Petrol,1.5,94449.0,4.0,Automatic,FWD,Black
6272,Mercedes-Benz,E-Class,1997.0,Sedan,Petrol,2.0,102527.0,4.0,Automatic,RWD,Blue
6272,Mercedes-Benz,C-Class,1995.0,Sedan,Petrol,1.8,62138.0,4.0,Manual,RWD,Green
31361,Toyota,Camry,2015.0,Sedan,Petrol,2.5,97431.0,4.0,Automatic,FWD,Black
23834,Toyota,Camry,2011.0,Sedan,Hybrid,2.5,67730.0,4.0,Automatic,FWD,Black
15681,Toyota,Prius C,2014.0,Hatchback,Hybrid,1.5,62822.0,4.0,Automatic,FWD,Red
8467,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,119304.0,4.0,Automatic,FWD,Blue
20855,Toyota,Prius,2017.0,Hatchback,Petrol,1.8,11771.0,4.0,Automatic,FWD,Red
6899,Ford,Transit,1994.0,Van,Diesel,2.5,61219.0,4.0,Manual,RWD,Red
44843,Hyundai,H1,2016.0,Wagon,Diesel,2.5,68877.0,4.0,Automatic,FWD,Gray
10036,Toyota,Prius C,2015.0,Hatchback,Hybrid,1.5,67730.0,4.0,Automatic,FWD,Gray
7056,Subaru,Impreza,2006.0,Sedan,Petrol,1.5,118061.0,4.0,Automatic,FWD,White
19130,Toyota,Camry,2012.0,Sedan,Petrol,2.5,46603.0,4.0,Automatic,FWD,Black
63826,Chevrolet,Malibu,2019.0,Sedan,Petrol,2.0,5656.0,4.0,Automatic,FWD,Gray
21253,Toyota,Aqua,2015.0,Hatchback,Hybrid,1.5,50456.0,4.0,Automatic,FWD,Silver
18033,Kia,Optima,2015.0,Sedan,Petrol,2.0,21957.0,4.0,Automatic,FWD,White
13172,Honda,Fit,2010.0,Hatchback,Petrol,1.5,112344.0,4.0,Automatic,FWD,Gray
17876,Toyota,Camry,2012.0,Sedan,Petrol,2.5,77672.0,4.0,Automatic,FWD,Black
21652,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,100256.0,4.0,Automatic,FWD,Silver
8467,Toyota,Camry,2016.0,Sedan,Petrol,2.5,43537.0,4.0,Automatic,FWD,White
38445,Hyundai,Tucson,2015.0,SUV,Diesel,2.0,43959.0,4.0,Automatic,FWD,White
3293,Lexus,IS 250,2010.0,Sedan,Petrol,2.5,80152.0,6.0,Automatic,AWD,Silver
16621,Ford,Focus,2013.0,Sedan,Hybrid,2.0,90099.0,4.0,Automatic,FWD,Gray
13799,Hyundai,Santa Fe,2010.0,SUV,Diesel,2.0,48002.0,4.0,Automatic,FWD,Silver
14740,Ford,Focus,2014.0,Hatchback,Petrol,2.0,84080.0,4.0,Automatic,FWD,White
34497,Toyota,Camry,2015.0,Sedan,Petrol,2.5,20506.0,4.0,Automatic,FWD,Gray
862,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,81076.0,4.0,Automatic,FWD,White
26030,Chevrolet,Volt,2017.0,Hatchback,Hybrid,1.5,32350.0,4.0,Automatic,FWD,Blue
14454,Hyundai,Sonata,2012.0,Sedan,Petrol,2.0,103081.0,4.0,Automatic,FWD,Black
784,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,63627.0,4.0,Automatic,FWD,Black
18362,Toyota,Aqua,2012.0,Hatchback,Petrol,1.5,62106.0,4.0,Automatic,FWD,Blue
8000,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,29205.0,4.0,Automatic,FWD,Blue
52696,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,67012.0,4.0,Automatic,FWD,Silver
25089,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,99420.0,4.0,Automatic,FWD,White
14426,Lexus,ES 300,2014.0,Sedan,Hybrid,2.5,109494.0,4.0,Automatic,FWD,Black
12074,Ford,Fusion,2011.0,Sedan,Petrol,2.5,68183.0,4.0,Automatic,FWD,Silver
16308,Hyundai,Elantra,2012.0,Sedan,Petrol,1.8,121292.0,4.0,Automatic,FWD,Black
20385,Toyota,Corolla,2017.0,Hatchback,Petrol,1.8,16778.0,4.0,Automatic,FWD,White
10976,Ford,Transit,1998.0,Wagon,Diesel,2.5,83886.0,6.0,Manual,RWD,Red
14426,Toyota,Aqua,2013.0,Hatchback,Hybrid,1.5,60895.0,4.0,Automatic,FWD,White
46414,Toyota,RAV4,2016.0,SUV,Petrol,2.5,34797.0,4.0,Automatic,AWD,Black
18189,Subaru,XV,2013.0,Hatchback,Petrol,2.0,83264.0,4.0,Automatic,AWD,Blue
13172,Dodge,Caliber,2010.0,Hatchback,Petrol,2.0,70837.0,4.0,Automatic,FWD,Silver
10663,Nissan,X-Trail,2004.0,SUV,Petrol,2.0,118061.0,4.0,Automatic,AWD,Black
48261,Honda,Civic,2016.0,Sedan,Petrol,2.0,14044.0,4.0,Automatic,FWD,Gray
13328,Toyota,Prius,2011.0,Hatchback,Hybrid,1.8,64002.0,4.0,Automatic,FWD,Gold
54697,Chevrolet,Impala,2016.0,Sedan,Petrol,2.5,36702.0,4.0,Automatic,FWD,Black
549,Audi,A6,2016.0,Sedan,Petrol,2.0,60787.0,4.0,Automatic,AWD,Gray
10641,Hyundai,Sonata,2014.0,Sedan,Petrol,2.0,46818.0,4.0,Automatic,FWD,White
14269,Honda,Fit,2011.0,Hatchback,Petrol,1.5,49710.0,4.0,Automatic,FWD,White
17562,Toyota,Prius C,2013.0,Hatchback,Hybrid,1.5,41772.0,4.0,Automatic,FWD,Blue
3607,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,97256.0,4.0,Automatic,FWD,White
17249,Mitsubishi,Outlander Sport,2011.0,SUV,Petrol,2.0,59031.0,4.0,Automatic,FWD,Silver
21953,Honda,Fit,2016.0,Hatchback,Petrol,1.5,31318.0,4.0,Automatic,FWD,Gold
16935,Ford,Fusion,2015.0,Sedan,Petrol,2.0,44400.0,4.0,Automatic,FWD,Black
48575,Hyundai,Sonata,2015.0,Sedan,Petrol,2.0,54182.0,4.0,Automatic,FWD,Gray
53154,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,61516.0,4.0,Automatic,FWD,Silver
1333,Ford,Fusion,2010.0,Sedan,Petrol,2.5,71435.0,4.0,Automatic,FWD,Black
31361,Toyota,Camry,2017.0,Sedan,Petrol,2.5,34176.0,6.0,Automatic,FWD,Black
19757,Toyota,Prius,2010.0,Hatchback,Hybrid,1.8,67951.0,4.0,Automatic,FWD,Brown
21953,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,58534.0,4.0,Automatic,FWD,Blue
16308,Toyota,Camry,2014.0,Sedan,Petrol,2.5,59652.0,4.0,Automatic,FWD,Black
8781,Mercedes-Benz,C-Class,2000.0,Sedan,Petrol,2.0,93206.0,4.0,Automatic,RWD,Silver
15681,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,100663.0,4.0,Automatic,FWD,Gray
20385,Hyundai,H1,2012.0,Sedan,Diesel,2.5,51114.0,4.0,Automatic,FWD,Black
42337,Toyota,RAV4,2017.0,SUV,Petrol,2.5,22991.0,4.0,Automatic,AWD,White
28909,Hyundai,Tucson,2014.0,SUV,Diesel,2.0,51885.0,4.0,Automatic,FWD,Silver
6115,Lexus,ES 300,2013.0,Sedan,Hybrid,2.5,94697.0,4.0,Automatic,FWD,Silver
18503,Toyota,Prius,2012.0,Hatchback,Petrol,1.8,99420.0,4.0,Automatic,FWD,White
26491,Toyota,Aqua,2013.0,Hatchback,Hybrid,1.5,43186.0,4.0,Automatic,FWD,Silver
50184,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,76117.0,4.0,Automatic,FWD,Blue
44533,Mazda,Mazda6,2017.0,Sedan,Petrol,2.5,44429.0,4.0,Automatic,FWD,Black
6899,Volkswagen,Jetta,2003.0,Sedan,Petrol,2.0,111226.0,4.0,Manual,FWD,Silver
15323,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,105845.0,4.0,Automatic,FWD,White
24148,Hyundai,Sonata,2014.0,Sedan,Petrol,2.0,26098.0,4.0,Automatic,FWD,Silver
9252,Toyota,Aqua,2012.0,Hatchback,Hybrid,1.5,89478.0,4.0,Automatic,FWD,White
941,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,83218.0,4.0,Automatic,FWD,Red
18817,Ford,Fusion,2014.0,Sedan,Petrol,2.0,88081.0,4.0,Automatic,AWD,White
20385,Toyota,Prius,2013.0,Hatchback,Hybrid,1.8,62138.0,4.0,Automatic,FWD,Blue
61816,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,10763.0,4.0,Automatic,FWD,White
57428,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,45562.0,4.0,Automatic,FWD,Silver
8781,Mitsubishi,Pajero iO,2000.0,SUV,Petrol,2.0,71458.0,4.0,Automatic,RWD,White
26720,Honda,Fit,2019.0,Hatchback,Hybrid,1.5,1452.0,4.0,Automatic,FWD,Black
36733,Hyundai,Santa Fe,2015.0,SUV,Diesel,2.0,105634.0,4.0,Automatic,FWD,Gray
11917,Toyota,Prius,2012.0,Hatchback,Hybrid,1.8,111847.0,4.0,Automatic,FWD,White
17562,Hyundai,Elantra,2012.0,Sedan,Petrol,1.8,75808.0,4.0,Automatic,FWD,Black
549,Toyota,Camry,2017.0,Sedan,Petrol,2.5,39239.0,4.0,Automatic,FWD,Red
11604,Toyota,Camry,2012.0,Sedan,Petrol,2.5,92585.0,4.0,Automatic,FWD,Gray
25089,Toyota,Aqua,2015.0,Hatchback,Petrol,1.5,77288.0,4.0,Automatic,FWD,White
9408,Ford,Transit,1992.0,Van,Diesel,2.5,69042.0,4.0,Manual,RWD,White
16935,Hyundai,H1,2009.0,Van,Diesel,2.5,102714.0,4.0,Automatic,FWD,Silver
27065,Hyundai,Tucson,2010.0,SUV,Diesel,2.0,63466.0,4.0,Automatic,FWD,Silver
39201,Hyundai,H1,2016.0,Wagon,Diesel,2.5,113600.0,4.0,Automatic,FWD,Silver
12858,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,32727.0,4.0,Automatic,FWD,Black
8781,Ford,Fusion,2016.0,Sedan,Hybrid,2.0,121152.0,4.0,Automatic,FWD,Black
20385,Toyota,Camry,2012.0,Sedan,Petrol,2.5,52817.0,4.0,Automatic,FWD,Silver
14740,Toyota,Prius,2010.0,Sedan,Hybrid,1.8,124275.0,4.0,Automatic,FWD,Silver
12544,Ford,Focus,2014.0,Hatchback,Petrol,2.0,91960.0,4.0,Automatic,FWD,White
19444,Toyota,C-HR,2018.0,SUV,Petrol,2.0,25024.0,4.0,Automatic,FWD,Gray
24775,Lexus,IS 250,2011.0,Sedan,Petrol,2.5,85750.0,6.0,Automatic,RWD,Gray
8467,Toyota,Prius,2008.0,Hatchback,Hybrid,1.5,93206.0,4.0,Automatic,FWD,Red
15053,Toyota,Aqua,2013.0,Sedan,Hybrid,1.5,86992.0,4.0,Automatic,FWD,White
75793,Hyundai,Santa Fe,2019.0,SUV,Diesel,2.0,13472.0,4.0,Automatic,FWD,Black
18817,Toyota,Prius C,2013.0,Hatchback,Hybrid,1.5,67606.0,4.0,Automatic,FWD,Orange
3763,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,77617.0,4.0,Automatic,FWD,White
7056,Hyundai,Sonata,2010.0,Sedan,Petrol,2.0,72295.0,4.0,Automatic,FWD,Black
12112,Chevrolet,Cruze,2012.0,Sedan,Petrol,1.8,80779.0,4.0,Automatic,FWD,Black
11851,Hyundai,H1,2008.0,Wagon,Diesel,2.5,124275.0,4.0,Automatic,FWD,Silver
5896,Kia,Sportage,2007.0,SUV,Diesel,2.0,99722.0,4.0,Automatic,FWD,Black
27284,BMW,X5,2016.0,SUV,Hybrid,2.0,45892.0,4.0,Automatic,AWD,Black
37633,Toyota,Camry,2015.0,Sedan,Hybrid,2.5,103148.0,4.0,Automatic,FWD,Black
29144,Hyundai,Tucson,2016.0,SUV,Diesel,2.0,26573.0,4.0,Automatic,FWD,White
24148,Toyota,Camry,2012.0,Sedan,Hybrid,2.5,56297.0,4.0,Automatic,FWD,Silver
15053,Hyundai,H1,2009.0,Van,Diesel,2.5,109907.0,4.0,Automatic,FWD,Silver
3293,Nissan,Altima,2017.0,Sedan,Petrol,2.5,83619.0,4.0,Automatic,FWD,Gray
41629,Hyundai,H1,2017.0,Wagon,Diesel,2.5,80680.0,4.0,Automatic,FWD,Black
9722,Toyota,Camry,2018.0,Sedan,Hybrid,2.5,79235.0,4.0,Automatic,FWD,Black
13172,Toyota,Camry,2016.0,Sedan,Petrol,2.5,94103.0,4.0,Automatic,FWD,Gray
19757,Hyundai,Elantra,2015.0,Sedan,Petrol,1.8,47722.0,4.0,Automatic,FWD,Blue
20385,Mazda,CX-5,2016.0,SUV,Petrol,2.5,76378.0,4.0,Automatic,FWD,Blue
35438,Hyundai,Sonata,2016.0,Sedan,Hybrid,2.0,89478.0,4.0,Automatic,FWD,Silver
31047,Subaru,XV,2014.0,SUV,Hybrid,2.0,61641.0,4.0,Automatic,AWD,Green
2800,Hyundai,Elantra,1999.0,Sedan,Petrol,2.0,691.0,4.0,Automatic,FWD,Silver
49858,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,78582.0,4.0,Automatic,FWD,Gray
42987,Hyundai,Sonata,2017.0,Sedan,Petrol,2.0,53148.0,4.0,Automatic,FWD,Black
37476,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,15240.0,4.0,Automatic,FWD,White
14426,Kia,Optima,2015.0,Sedan,Petrol,2.0,39788.0,4.0,Automatic,FWD,Silver
3763,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,77617.0,4.0,Automatic,FWD,White
20883,Hyundai,Sonata,2013.0,Sedan,Petrol,2.0,78700.0,4.0,Automatic,FWD,Gray
29793,Toyota,Camry,2015.0,Sedan,Hybrid,2.5,52817.0,4.0,Automatic,FWD,Black
11917,Toyota,Vitz,2008.0,Hatchback,Petrol,1.5,59031.0,4.0,Automatic,FWD,White
28225,Ford,Fusion,2016.0,Sedan,Petrol,2.5,43807.0,4.0,Automatic,FWD,Black
53282,Hyundai,Sonata,2017.0,Sedan,Petrol,2.0,23516.0,4.0,Automatic,FWD,White
41553,Hyundai,Santa Fe,2016.0,SUV,Diesel,2.0,90310.0,4.0,Automatic,FWD,Black
20385,Toyota,Camry,2013.0,Sedan,Petrol,2.5,63380.0,4.0,Automatic,FWD,Blue
56845,Hyundai,Santa Fe,2017.0,SUV,Diesel,2.0,54681.0,4.0,Automatic,FWD,Gray
22580,Hyundai,Elantra,2016.0,Sedan,Petrol,2.0,32312.0,4.0,Automatic,FWD,Black
6743,Lexus,CT 200h,2016.0,Hatchback,Hybrid,1.8,44680.0,4.0,Automatic,FWD,White
2901,Honda,Civic,2012.0,Sedan,Hybrid,1.5,90971.0,4.0,Automatic,FWD,White
784,Toyota,Camry,2014.0,Sedan,Hybrid,2.5,63627.0,4.0,Automatic,FWD,Black
7527,Toyota,Camry,2015.0,Sedan,Petrol,2.5,94207.0,4.0,Automatic,FWD,White
3763,Toyota,Camry,2013.0,Sedan,Hybrid,2.5,77617.0,4.0,Automatic,FWD,White
27827,Hyundai,Tucson,2015.0,SUV,Diesel,2.0,100282.0,4.0,Automatic,FWD,White
35237,Hyundai,Santa Fe,2014.0,SUV,Diesel,2.0,106021.0,4.0,Automatic,FWD,White
19657,Hyundai,Tucson,2011.0,SUV,Diesel,2.0,80157.0,4.0,Automatic,FWD,Gray
16954,Hyundai,Genesis,2010.0,Coupe,Petrol,2.0,105845.0,4.0,Automatic,FWD,Black
41654,Hyundai,H1,2016.0,Van,Diesel,2.5,25477.0,4.0,Automatic,FWD,White
19441,Hyundai,H1,2010.0,Van,Diesel,2.5,51022.0,4.0,Automatic,FWD,White
11290,Toyota,Prius,2009.0,Hatchback,Hybrid,1.5,61516.0,4.0,Automatic,FWD,Green
7527,Ford,Transit,1995.0,Van,Diesel,2.5,69042.0,4.0,Manual,RWD,Gold
2195,Toyota,C-HR,2018.0,SUV,Petrol,2.0,14178.0,4.0,Automatic,FWD,Gray
13799,Toyota,Prius,2008.0,Sedan,Hybrid,1.5,90099.0,4.0,Automatic,FWD,Gray
16280,Hyundai,Genesis,2010.0,Coupe,Petrol,2.0,98589.0,4.0,Automatic,FWD,Gray
